,callsign,runway,arrAirport,initialGateTimeOfDeparture,aircraftType,arrGate,node,optimalExit,optimalValue,meanValue,stdevValue
941,ASQ5545,26R,KATL,02/19/2017 10:30:00,CRJ9,F14,18,9,387.97,,
942,DAL1222,26R,KATL,02/19/2017 11:00:00,B752,A03,13,8,794.06,,
943,ASQ5307,26R,KATL,02/19/2017 12:00:00,CRJ2,D44,4,9,271.74,,
944,DAL2569,28,KATL,02/19/2017 12:00:00,B712,C47,4,72,1480.47,,
945,SKW3557,26R,KATL,02/19/2017 11:00:00,CRJ2,D29,5,9,210.87,,
946,DAL891,28,KATL,02/19/2017 11:30:00,A321,A07,13,72,1305.74,,
947,DAL575,26R,KATL,02/19/2017 11:00:00,MD88,B16,8,8,510.99,,
948,ASQ5264,27L,KATL,02/19/2017 10:45:00,CRJ9,D8A,15,59,255.85,,
949,DAL2420,28,KATL,02/19/2017 12:20:00,B739,A33,2,72,1479.06,,
950,DAL2551,27L,KATL,02/19/2017 11:15:00,B712,D05,16,59,741.43,,
951,ASQ5491,28,KATL,02/19/2017 12:00:00,CRJ2,D39,5,73,660.94,,
952,DAL2507,27L,KATL,02/19/2017 12:30:00,MD88,D06,15,59,619.97,,
953,DAL1575,26R,KATL,02/19/2017 11:55:00,MD88,B29,3,9,608.24,,
954,ASQ5472,26R,KATL,02/19/2017 12:05:00,CRJ9,D11,11,9,208.91,,
955,DAL827,28,KATL,02/19/2017 11:45:00,B763,A25,2,72,2082.88,,
956,DAL2653,27L,KATL,02/19/2017 12:10:00,B739,A01,13,59,459.81,,
957,ASQ5187,28,KATL,02/19/2017 12:30:00,CRJ2,D28,10,73,532.74,,
958,DAL1139,26R,KATL,02/19/2017 11:42:00,B712,C49,4,9,991.33,,
959,DAL1980,27L,KATL,02/19/2017 12:45:00,MD90,B36,2,59,794.76,,
960,DAL2808,26R,KATL,02/19/2017 11:35:00,A319,E08,16,9,648.11,,
961,ASQ5109,26R,KATL,02/19/2017 11:55:00,CRJ2,D41,5,9,193.65,,
962,DAL894,26R,KATL,02/19/2017 11:00:00,MD88,A26,1,8,740.15,,
963,DAL1605,27L,KATL,02/19/2017 11:35:00,MD90,B23,9,59,576.82,,
964,DAL1508,28,KATL,02/19/2017 12:00:00,B752,E01,17,73,1263.36,,
965,DAL2469,26R,KATL,02/19/2017 12:00:00,MD88,B32,2,8,356.82,,
966,DAL1853,26R,KATL,02/19/2017 11:45:00,A320,A12,7,8,839.56,,
967,DAL311,26R,KATL,02/19/2017 11:35:00,B712,C35,10,9,789.64,,
968,ASQ5210,28,KATL,02/19/2017 12:15:00,CRJ9,C41,4,73,573.72,,
969,ASQ5123,28,KATL,02/19/2017 12:49:00,CRJ2,D15,11,72,584.19,,
970,DAL1252,27L,KATL,02/19/2017 12:00:00,B752,E30,5,59,922.74,,
971,ASQ5362,28,KATL,02/19/2017 11:30:00,CRJ2,D33,5,73,546.39,,
972,DAL872,27L,KATL,02/19/2017 12:00:00,MD90,T01,12,59,740.33,,
973,AAL1818,27L,KATL,02/19/2017 11:05:00,E190,T12,1,58,312.67,,
974,DAL2931,28,KATL,02/19/2017 12:30:00,MD88,B33,3,73,1614.54,,
975,DAL2031,27L,KATL,02/19/2017 12:00:00,B752,T06,7,59,1062.8,,
976,DAL1952,26R,KATL,02/19/2017 11:53:00,MD88,B09,14,9,834.18,,
977,DAL2636,27L,KATL,02/19/2017 12:00:00,MD88,B02,13,58,529.92,,
978,DAL2137,26R,KATL,02/19/2017 12:15:00,MD90,T05,12,8,871.73,,
979,DAL1836,27L,KATL,02/19/2017 12:45:00,MD88,F08,18,59,1016.09,,
980,ASQ5435,26R,KATL,02/19/2017 11:50:00,CRJ2,D35,5,9,189.61,,
981,DAL1838,27L,KATL,02/19/2017 11:50:00,B712,C42,3,59,668.68,,
982,DAL1518,26R,KATL,02/19/2017 12:04:00,MD88,D12,10,9,662.97,,
983,DAL2813,27L,KATL,02/19/2017 12:30:00,B739,E15,17,60,587.59,,
984,ASQ5269,28,KATL,02/19/2017 12:00:00,CRJ7,E33,6,73,573.04,,
985,DAL2201,28,KATL,02/19/2017 11:52:00,B739,E18,6,72,1596.49,,
986,DAL1481,26R,KATL,02/19/2017 12:15:00,MD88,B10,13,8,781.38,,
987,DAL1209,27L,KATL,02/19/2017 12:35:00,MD88,A30,1,59,818.43,,
988,DAL1890,28,KATL,02/19/2017 11:40:00,A319,E14,6,73,1689.94,,
989,DAL2458,26R,KATL,02/19/2017 11:45:00,MD88,B12,8,8,729.92,,
990,DAL1078,28,KATL,02/19/2017 13:05:00,MD90,T03,12,73,1325.83,,
991,DAL1351,26R,KATL,02/19/2017 12:00:00,B712,D09,16,9,636.85,,
992,DAL1085,27L,KATL,02/19/2017 12:50:00,B739,A06,12,59,547.26,,
993,DAL1568,27L,KATL,02/19/2017 13:25:00,MD88,B03,14,61,789.0,,
994,AAL919,27L,KATL,02/19/2017 12:20:00,B738,T11,7,59,682.88,,
995,AAL469,27L,KATL,02/19/2017 13:00:00,A319,D25,11,60,557.37,,
996,DAL2912,26R,KATL,02/19/2017 13:30:00,A320,A17,8,8,709.5,,
997,DAL2654,27L,KATL,02/19/2017 13:30:00,B737,B19,9,59,564.92,,
998,SKW4490,26R,KATL,02/19/2017 12:25:00,CRJ2,D27,11,9,205.13,,
999,DAL1591,26R,KATL,02/19/2017 13:25:00,MD88,C34,9,9,718.57,,
1000,DAL2945,26R,KATL,02/19/2017 13:15:00,B712,T08,7,8,804.36,,
1001,DAL1759,26R,KATL,02/19/2017 13:15:00,B752,E28,5,9,477.0,,
1002,DAL997,27L,KATL,02/19/2017 13:30:00,B739,A31,2,59,645.96,,
1003,DAL1137,26R,KATL,02/19/2017 13:15:00,B752,A10,12,8,912.61,,
1004,DAL1335,27L,KATL,02/19/2017 12:45:00,MD88,E07,17,59,938.49,,
1005,DAL1439,27L,KATL,02/19/2017 12:45:00,B712,C37,10,59,732.53,,
1006,DAL2165,26R,KATL,02/19/2017 13:00:00,B752,E04,16,9,653.27,,
1007,DAL2382,26R,KATL,02/19/2017 13:45:00,A320,B06,13,8,779.28,,
1008,DAL2410,27L,KATL,02/19/2017 13:00:00,B712,D9A,16,59,742.64,,
1009,DAL2021,27L,KATL,02/19/2017 13:35:00,MD90,B34,2,59,645.53,,
1010,DAL969,27L,KATL,02/19/2017 13:30:00,A321,T07,7,59,696.7,,
1011,DAL1713,26R,KATL,02/19/2017 14:25:00,MD88,B05,14,9,1138.68,,
1012,DAL1979,27L,KATL,02/19/2017 14:00:00,MD88,B26,2,59,642.8,,
1013,ASH6056,27L,KATL,02/19/2017 13:12:00,E75L,T14,1,58,361.79,,
1014,DAL1306,26R,KATL,02/19/2017 13:30:00,B739,T03,12,8,911.8,,
1015,ENY3222,26R,KATL,02/19/2017 13:20:00,CRJ7,T10,7,8,334.77,,
1016,DAL2326,26R,KATL,02/19/2017 13:45:00,A321,D06,15,9,730.8,,
1017,AAL2661,27L,KATL,02/19/2017 13:20:00,B738,T11,7,59,655.62,,
1018,DAL2572,26R,KATL,02/19/2017 13:40:00,B739,A33,2,8,584.26,,
1019,DAL2403,27L,KATL,02/19/2017 14:25:00,B739,A32,1,59,769.22,,
1020,DAL1526,27L,KATL,02/19/2017 14:43:00,MD90,B01,14,59,451.65,,
1021,DAL2271,26R,KATL,02/19/2017 14:00:00,A321,T04,12,8,900.25,,
1022,RPA4476,26R,KATL,02/19/2017 13:31:00,E75S,T9,7,8,370.1,,
1023,DAL1818,28,KATL,02/19/2017 14:20:00,A321,C50,3,72,1417.47,,
1024,DAL469,26R,KATL,02/19/2017 13:30:00,B738,B29,3,9,604.02,,
1025,DAL1973,26R,KATL,02/19/2017 14:00:00,B737,E03,17,11,542.46,,
1026,DAL851,26R,KATL,02/19/2017 13:00:00,A319,T05,12,8,679.14,,
1027,DAL940,28,KATL,02/19/2017 13:59:00,MD88,B13,9,72,1354.29,,
1028,DAL2114,26R,KATL,02/19/2017 13:00:00,A320,E26,11,9,522.28,,
1029,DAL2648,27L,KATL,02/19/2017 13:15:00,B739,A34,1,58,718.27,,
1030,NKS404,28,KATL,02/19/2017 14:18:00,A319,D4,15,73,1195.06,,
1031,DAL2375,26R,KATL,02/19/2017 13:50:00,B752,B17,9,9,698.81,,
1032,DAL1334,27L,KATL,02/19/2017 14:34:00,MD88,B11,14,59,482.78,,
1033,DAL1572,26R,KATL,02/19/2017 14:40:00,B739,E01,17,11,850.93,,
1034,DAL1670,28,KATL,02/19/2017 15:08:00,B737,D09,16,73,1126.98,,
1035,ASQ5589,28,KATL,02/19/2017 15:05:00,CRJ2,D39,5,73,639.7,,
1036,DAL1903,27L,KATL,02/19/2017 13:55:00,B739,A10,12,59,597.75,,
1037,ASQ5237,27L,KATL,02/19/2017 15:00:00,CRJ2,D10,15,59,250.57,,
1038,ASQ5239,27L,KATL,02/19/2017 14:59:00,CRJ2,D42,4,60,311.34,,
1039,DAL805,27L,KATL,02/19/2017 14:10:00,MD90,B16,8,59,727.78,,
1040,DAL1113,27L,KATL,02/19/2017 14:30:00,MD88,B24,2,59,661.87,,
1041,DAL1505,27L,KATL,02/19/2017 15:12:00,MD88,B03,14,59,474.07,,
1042,DAL965,26R,KATL,02/19/2017 15:20:00,MD90,B10,13,8,742.2,,
1043,DAL2212,27L,KATL,02/19/2017 15:12:00,MD88,A16,7,59,736.14,,
1044,NKS565,27L,KATL,02/19/2017 14:25:00,A320,D3,16,60,446.06,,
1045,DAL1089,27L,KATL,02/19/2017 14:00:00,B712,D05,16,59,739.23,,
1046,DAL1954,28,KATL,02/19/2017 14:15:00,MD88,B33,3,73,1629.06,,
1047,DAL2441,26R,KATL,02/19/2017 15:15:00,MD88,B14,8,8,686.33,,
1048,DAL2227,27L,KATL,02/19/2017 14:44:00,A321,A07,13,59,472.0,,
1049,AAL1388,26R,KATL,02/19/2017 14:40:00,B738,T12,1,8,847.17,,
1050,DAL2609,26R,KATL,02/19/2017 15:35:00,MD88,B27,3,9,618.19,,
1051,ASQ5490,26R,KATL,02/19/2017 14:30:00,CRJ7,D15,11,9,252.84,,
1052,AAL1739,27L,KATL,02/19/2017 14:37:00,A319,D23,11,61,574.72,,
1053,DAL2196,26R,KATL,02/19/2017 15:23:00,MD88,B34,2,8,984.31,,
1054,DAL1521,26R,KATL,02/19/2017 15:25:00,MD88,T02,12,8,924.41,,
1055,DAL665,27L,KATL,02/19/2017 15:52:00,MD88,T01,12,59,623.33,,
1056,DAL2309,26R,KATL,02/19/2017 15:35:00,MD88,B09,14,9,827.43,,
1057,DAL2604,26R,KATL,02/19/2017 15:13:00,A321,A01,13,8,775.62,,
1058,SKW4529,26R,KATL,02/19/2017 15:59:00,CRJ2,D46,5,9,173.85,,
1059,DAL958,27L,KATL,02/19/2017 14:50:00,MD90,B25,9,59,578.63,,
1060,RPA4591,27L,KATL,02/19/2017 14:10:00,E75S,T9,7,58,290.29,,
1061,SWA1559,26R,KATL,02/19/2017 15:05:00,B733,C15,10,9,647.91,,
1062,DAL2607,27L,KATL,02/19/2017 15:35:00,MD90,A02,12,59,613.03,,
1063,DAL2029,27L,KATL,02/19/2017 15:54:00,MD88,B02,13,59,507.64,,
1064,DAL342,26R,KATL,02/19/2017 15:50:00,MD88,B01,14,9,1195.51,,
1065,NKS542,27L,KATL,02/19/2017 15:55:00,A319,D4,15,59,629.0,,
1066,DAL1539,26R,KATL,02/19/2017 14:55:00,MD90,B26,2,8,987.9,,
1067,DAL2457,26R,KATL,02/19/2017 15:00:00,MD88,B04,13,8,1140.05,,
1068,DAL1747,26R,KATL,02/19/2017 14:00:00,B739,C52,3,9,604.16,,
1069,ASQ5360,27L,KATL,02/19/2017 16:05:00,CRJ2,D26,10,60,252.39,,
1070,SWA3426,26R,KATL,02/19/2017 15:55:00,B737,C12,14,9,934.88,,
1071,DAL1294,27L,KATL,02/19/2017 16:05:00,MD88,B07,14,59,499.26,,
1072,DAL1880,26R,KATL,02/19/2017 14:40:00,MD90,B05,14,9,782.77,,
1073,AAL2016,26R,KATL,02/19/2017 15:10:00,E190,D25,11,9,243.19,,
1074,DAL1350,28,KATL,02/19/2017 16:35:00,B712,C33,10,72,1402.69,,
1075,DAL2155,26R,KATL,02/19/2017 14:00:00,B738,B17,9,9,680.2,,
1076,SWA2069,26R,KATL,02/19/2017 16:05:00,B737,C20,9,9,1087.14,,
1077,DAL1066,26R,KATL,02/19/2017 16:45:00,MD88,B32,2,8,591.18,,
1078,DAL2390,28,KATL,02/19/2017 15:45:00,A321,D9A,16,72,1329.25,,
1079,DAL1345,27L,KATL,02/19/2017 14:00:00,MD90,A15,8,59,548.1,,
1080,DAL1258,28,KATL,02/19/2017 16:35:00,B752,A29,2,72,1478.0,,
1081,DAL753,27L,KATL,02/19/2017 16:30:00,B712,C49,4,62,885.97,,
1082,DAL1367,26R,KATL,02/19/2017 15:56:00,B712,C46,3,9,601.85,,
1083,DAL1883,27L,KATL,02/19/2017 16:20:00,A321,T05,12,59,584.0,,
1084,DAL2041,27L,KATL,02/19/2017 16:45:00,MD90,T03,12,59,587.55,,
1085,DAL752,26R,KATL,02/19/2017 16:55:00,B712,D07,16,9,604.74,,
1086,DAL1410,27L,KATL,02/19/2017 16:30:00,B712,E27,6,59,1007.63,,
1087,DAL1243,27L,KATL,02/19/2017 15:40:00,MD90,B18,8,59,553.29,,
1088,DAL1616,26R,KATL,02/19/2017 15:00:00,MD90,B20,8,8,699.76,,
1089,DAL691,26R,KATL,02/19/2017 14:50:00,A320,T06,7,8,1211.12,,
1090,ASQ5134,28,KATL,02/19/2017 15:50:00,CRJ7,D41,5,73,638.33,,
1091,DAL2387,27L,KATL,02/19/2017 16:37:00,MD88,B31,3,62,999.68,,
1092,ASQ5372,28,KATL,02/19/2017 16:52:00,CRJ2,D33,5,73,548.72,,
1093,DAL2057,27L,KATL,02/19/2017 15:55:00,B739,A31,2,59,1054.2,,
1094,DAL1986,26R,KATL,02/19/2017 16:08:00,MD88,C41,4,9,546.29,,
1095,SWA3615,27L,KATL,02/19/2017 16:20:00,B737,C2,14,60,544.75,,
1096,DAL2120,26R,KATL,02/19/2017 16:30:00,B712,C34,9,9,685.42,,
1097,DAL2056,27L,KATL,02/19/2017 16:38:00,MD88,B03,14,59,482.71,,
1098,DAL2901,26R,KATL,02/19/2017 16:46:00,MD88,B25,9,9,690.57,,
1099,DAL1891,28,KATL,02/19/2017 16:44:00,A321,T04,12,73,1332.61,,
1100,SKW4593,27L,KATL,02/19/2017 16:25:00,CRJ2,D27,11,59,332.15,,
1101,DAL1494,27L,KATL,02/19/2017 16:20:00,MD88,B14,8,59,890.04,,
1102,DAL800,27L,KATL,02/19/2017 15:40:00,B752,A16,7,59,1088.48,,
1103,DAL1190,26R,KATL,02/19/2017 16:20:00,MD90,B33,3,8,540.72,,
1104,DAL1210,26R,KATL,02/19/2017 14:00:00,B739,A34,1,8,730.87,,
1105,DAL1598,26R,KATL,02/19/2017 14:00:00,B752,A01,13,8,766.03,,
1106,DAL1987,28,KATL,02/19/2017 16:30:00,MD88,B34,2,73,1637.18,,
1107,DAL2251,26R,KATL,02/19/2017 17:20:00,MD88,D12,10,9,676.43,,
1108,DAL507,26R,KATL,02/19/2017 15:00:00,B752,A04,12,8,929.31,,
1109,SWA3299,26R,KATL,02/19/2017 17:00:00,B737,C17,10,9,641.37,,
1110,DAL974,26R,KATL,02/19/2017 15:00:00,A320,A19,8,8,669.11,,
1111,AAL1473,28,KATL,02/19/2017 16:25:00,MD82,T10,7,73,1397.0,,
1112,DAL1317,27L,KATL,02/19/2017 17:30:00,B739,A07,13,59,478.04,,
1113,DAL1420,28,KATL,02/19/2017 16:50:00,A321,A02,12,72,1452.53,,
1114,DAL1177,26R,KATL,02/19/2017 17:18:00,MD90,A33,2,8,587.42,,
1115,DAL1570,26R,KATL,02/19/2017 17:20:00,MD88,B04,13,8,822.48,,
1116,NKS452,28,KATL,02/19/2017 17:21:00,A319,D4,15,71,1441.26,,
1117,ASQ5147,27L,KATL,02/19/2017 17:30:00,CRJ2,D31,5,59,375.7,,
1118,DAL2232,27L,KATL,02/19/2017 17:05:00,MD88,T01,12,59,646.43,,
1119,DAL2452,27L,KATL,02/19/2017 17:15:00,MD88,E36,5,61,728.82,,
1120,DAL1160,27L,KATL,02/19/2017 17:06:00,B712,C50,3,61,1007.05,,
1121,DAL1276,27L,KATL,02/19/2017 17:25:00,MD88,B02,13,59,484.33,,
1122,DAL1905,28,KATL,02/19/2017 17:25:00,MD88,B32,2,72,1365.88,,
1123,DAL2222,26R,KATL,02/19/2017 14:30:00,B752,A12,7,8,836.22,,
1124,SKW4776,26R,KATL,02/19/2017 17:09:00,CRJ2,D28,10,9,264.15,,
1125,DAL2106,26R,KATL,02/19/2017 16:59:00,MD88,C35,10,9,638.42,,
1126,SWA2618,27L,KATL,02/19/2017 17:05:00,B737,C5,15,60,507.9,,
1127,DAL2020,26R,KATL,02/19/2017 15:30:00,B739,B10,13,8,763.4,,
1128,SWA2019,26R,KATL,02/19/2017 17:55:00,B737,C12,14,9,776.59,,
1129,DAL1592,26R,KATL,02/19/2017 14:35:00,B752,A21,8,8,1051.33,,
1130,DAL1920,27L,KATL,02/19/2017 16:45:00,MD88,B09,14,59,484.02,,
1131,DAL1059,28,KATL,02/19/2017 17:00:00,MD88,B07,14,72,1263.41,,
1132,DAL1235,27L,KATL,02/19/2017 17:05:00,B712,D05,16,59,760.51,,
1133,DAL2515,26R,KATL,02/19/2017 16:55:00,B739,A27,2,8,595.27,,
1134,DAL2391,26R,KATL,02/19/2017 17:05:00,B712,C49,4,9,694.63,,
1135,EDV3754,27L,KATL,02/19/2017 17:00:00,CRJ9,D13,11,59,351.7,,
1136,DAL2340,26R,KATL,02/19/2017 14:55:00,B752,A18,7,8,855.69,,
1137,DAL1379,28,KATL,02/19/2017 18:14:00,MD90,T03,12,73,1318.13,,
1138,DAL820,27L,KATL,02/19/2017 17:25:00,A321,B22,8,59,569.49,,
1139,DAL1325,28,KATL,02/19/2017 17:05:00,B712,C55,4,72,1491.91,,
1140,DAL1560,28,KATL,02/19/2017 18:04:00,B712,C37,10,72,1407.45,,
1141,DAL1156,26R,KATL,02/19/2017 14:41:00,B739,T05,12,8,917.66,,
1142,DAL2463,26R,KATL,02/19/2017 17:12:00,B712,C36,9,9,709.22,,
1143,ASQ5478,26R,KATL,02/19/2017 17:20:00,CRJ9,D26,10,9,269.48,,
1144,ASQ5290,26R,KATL,02/19/2017 17:30:00,CRJ7,D08,15,9,309.22,,
1145,ASQ5158,26R,KATL,02/19/2017 17:59:00,CRJ2,D15,11,9,215.71,,
1146,DAL2405,27L,KATL,02/19/2017 17:25:00,MD88,B03,14,59,479.4,,
1147,ASQ5298,27L,KATL,02/19/2017 18:13:00,CRJ2,D46,5,59,368.05,,
1148,DAL2091,28,KATL,02/19/2017 17:45:00,MD88,B26,2,72,1462.26,,
1149,DAL2310,28,KATL,02/19/2017 17:00:00,MD88,B24,2,72,1505.39,,
1150,DAL82,28,KATL,02/19/2017 17:58:00,MD88,T08,7,72,1585.02,,
1151,DAL724,27L,KATL,02/19/2017 18:14:00,B712,C52,3,59,673.82,,
1152,ASQ5443,28,KATL,02/19/2017 18:29:00,CRJ2,D40,4,73,567.37,,
1153,DAL1215,27L,KATL,02/19/2017 15:20:00,B752,A28,1,59,841.81,,
1154,ASQ5419,28,KATL,02/19/2017 18:30:00,CRJ2,C43,4,73,565.33,,
1155,DAL2088,26R,KATL,02/19/2017 18:10:00,MD88,B36,2,8,630.65,,
1156,NKS481,26R,KATL,02/19/2017 17:15:00,A319,D1A,16,9,1058.33,,
1157,DAL1555,27L,KATL,02/19/2017 18:30:00,MD88,B28,2,59,659.42,,
1158,DAL329,26R,KATL,02/19/2017 17:45:00,MD88,B18,8,8,719.73,,
1159,ASQ5101,27L,KATL,02/19/2017 18:15:00,CRJ2,D33,5,59,391.09,,
1160,DAL2541,26R,KATL,02/19/2017 17:49:00,B712,C34,9,9,697.0,,
1161,DAL2018,27L,KATL,02/19/2017 18:25:00,A321,A09,13,59,499.61,,
1162,RPA4682,27L,KATL,02/19/2017 17:00:00,E75L,T12,1,58,316.47,,
1163,ASQ5277,26R,KATL,02/19/2017 19:00:00,CRJ9,D39,5,9,185.73,,
1164,ASQ5406,26R,KATL,02/19/2017 17:35:00,CRJ9,D06,15,9,303.23,,
1165,SWA3064,26R,KATL,02/19/2017 18:00:00,B738,C4,14,9,1146.7,,
1166,ASQ5188,27L,KATL,02/19/2017 18:20:00,CRJ2,D10,15,59,254.19,,
1167,DAL1865,26R,KATL,02/19/2017 15:30:00,B752,A29,2,8,907.83,,
1168,SWA5045,27L,KATL,02/19/2017 18:05:00,B733,C15,10,59,691.28,,
1169,ASQ5329,27L,KATL,02/19/2017 19:00:00,CRJ2,D44,4,60,347.56,,
1170,SWA4484,27L,KATL,02/19/2017 18:35:00,B738,C17,10,59,706.16,,
1171,DAL1781,27L,KATL,02/19/2017 18:10:00,A321,A10,12,59,639.5,,
1172,DAL1648,26R,KATL,02/19/2017 18:25:00,B712,C47,4,9,529.06,,
1173,DAL1914,27L,KATL,02/19/2017 17:55:00,MD90,B29,3,59,597.01,,
1174,DAL2659,26R,KATL,02/19/2017 18:10:00,MD88,B21,9,9,682.19,,
1175,DAL1710,27L,KATL,02/19/2017 18:15:00,MD88,B29,3,59,673.68,,
1176,DAL1918,26R,KATL,02/19/2017 16:15:00,B752,A17,8,8,1234.38,,
1177,DAL1656,28,KATL,02/19/2017 18:31:00,MD88,A30,1,72,1633.17,,
1178,DAL1375,27L,KATL,02/19/2017 16:10:00,B763,A16,7,59,967.11,,
1179,SWA4282,27L,KATL,02/19/2017 18:05:00,B733,C7,15,60,569.15,,
1180,ASQ5399,27L,KATL,02/19/2017 19:00:00,CRJ2,D31,5,60,262.54,,
1181,ASQ5319,27L,KATL,02/19/2017 19:16:00,CRJ2,D38,4,60,309.93,,
1182,DAL1389,28,KATL,02/19/2017 19:20:00,B737,E03,17,73,1280.63,,
1183,DAL2481,26R,KATL,02/19/2017 18:20:00,B712,C55,4,9,536.7,,
1184,DAL1265,28,KATL,02/19/2017 19:20:00,MD90,T04,12,72,1449.19,,
1185,DAL1696,26R,KATL,02/19/2017 17:49:00,MD88,B31,3,9,980.95,,
1186,DAL1816,26R,KATL,02/19/2017 17:45:00,B752,A19,8,8,796.63,,
1187,DAL2864,26R,KATL,02/19/2017 16:00:00,B739,A07,13,8,769.58,,
1188,SWA2053,27L,KATL,02/19/2017 18:15:00,B733,C22,9,61,755.1,,
1189,AAL1650,26R,KATL,02/19/2017 16:50:00,A320,T10,7,8,802.05,,
1190,DAL2402,27L,KATL,02/19/2017 18:25:00,MD90,B02,13,59,447.73,,
1191,DAL1595,27L,KATL,02/19/2017 19:14:00,B712,C36,9,58,769.84,,
1192,DAL1662,26R,KATL,02/19/2017 19:35:00,B712,C41,4,9,563.62,,
1193,SWA3648,26R,KATL,02/19/2017 16:45:00,B737,C13,15,9,1287.79,,
1194,DAL2367,26R,KATL,02/19/2017 18:41:00,B712,C42,3,9,629.52,,
1195,DAL857,26R,KATL,02/19/2017 19:16:00,B738,E16,6,9,700.33,,
1196,ASQ5425,26R,KATL,02/19/2017 19:06:00,CRJ2,D35,5,9,215.86,,
1197,DAL2577,28,KATL,02/19/2017 19:20:00,B712,D12,10,72,1395.19,,
1198,DAL1232,28,KATL,02/19/2017 18:36:00,B737,B19,9,71,1451.6,,
1199,ASQ5514,26R,KATL,02/19/2017 18:55:00,CRJ2,D41,5,9,176.3,,
1200,SWA4850,26R,KATL,02/19/2017 17:15:00,B737,C2,14,9,775.07,,
1201,DAL1058,27L,KATL,02/19/2017 19:20:00,A321,A06,12,59,595.48,,
1202,ASQ5136,26R,KATL,02/19/2017 19:28:00,CRJ2,D40,4,9,225.31,,
1203,DAL1827,27L,KATL,02/19/2017 18:57:00,A321,A03,13,59,468.77,,
1204,DAL464,26R,KATL,02/19/2017 18:30:00,A319,D9A,16,9,1051.37,,
1205,DAL2399,26R,KATL,02/19/2017 19:15:00,MD88,B05,14,9,796.27,,
1206,DAL1119,28,KATL,02/19/2017 19:30:00,B752,A21,8,73,1290.16,,
1207,SKW4722,27L,KATL,02/19/2017 20:10:00,CRJ2,D27,11,60,243.51,,
1208,ASQ5133,27L,KATL,02/19/2017 19:30:00,CRJ2,D30,4,58,424.68,,
1209,DAL1917,26R,KATL,02/19/2017 19:52:00,A319,B22,8,8,1112.89,,
1210,DAL932,27L,KATL,02/19/2017 19:55:00,B712,C49,4,59,802.74,,
1211,SWA5072,27L,KATL,02/19/2017 18:55:00,B737,C10,14,59,457.98,,
1212,SWA2404,26R,KATL,02/19/2017 19:10:00,B737,C1,15,9,1117.82,,
1213,ASH6236,27L,KATL,02/19/2017 19:15:00,E75L,T14,1,58,363.61,,
1214,AAL1678,27L,KATL,02/19/2017 18:36:00,E190,T12,1,58,311.67,,
1215,DAL200,26R,KATL,02/19/2017 19:15:00,B752,E02,16,9,763.53,,
1216,DAL14,26R,KATL,02/19/2017 18:05:00,B739,B21,9,9,691.18,,
1217,DAL2297,27L,KATL,02/19/2017 20:31:00,B739,A26,1,59,802.16,,
1218,DAL2141,27L,KATL,02/19/2017 19:50:00,MD88,B06,13,59,472.81,,
1219,DAL1765,27L,KATL,02/19/2017 19:45:00,B752,E36,5,59,938.91,,
1220,DAL2446,27L,KATL,02/19/2017 19:50:00,B739,A18,7,59,704.76,,
1221,DAL64,26R,KATL,02/19/2017 17:00:00,B77L,E28,5,9,591.66,,
1222,NKS146,26R,KATL,02/19/2017 19:00:00,A320,D4,15,9,739.15,,
1223,DAL1052,26R,KATL,02/19/2017 17:55:00,B738,E31,6,9,711.92,,
1224,DAL116,27L,KATL,02/19/2017 20:50:00,MD88,B31,3,61,964.52,,
1225,ASQ5292,27L,KATL,02/19/2017 20:36:00,CRJ2,D39,5,60,271.13,,
1226,DAL1425,26R,KATL,02/19/2017 20:03:00,B738,E15,17,9,874.51,,
1227,DAL1676,26R,KATL,02/19/2017 20:49:00,MD88,A33,2,8,999.85,,
1228,DAL2505,27L,KATL,02/19/2017 19:40:00,B712,C37,10,59,677.49,,
1229,DAL1531,27L,KATL,02/19/2017 20:45:00,B712,E32,5,59,928.39,,
1230,DAL1270,27L,KATL,02/19/2017 20:46:00,MD88,B24,2,59,1023.61,,
1231,DAL2528,26R,KATL,02/19/2017 20:11:00,MD88,B14,8,8,493.06,,
1232,SWA3359,26R,KATL,02/19/2017 19:55:00,B737,C4,14,9,1174.41,,
1233,ASQ5174,27L,KATL,02/19/2017 20:56:00,CRJ2,D42,4,61,362.86,,
1234,DAL2451,26R,KATL,02/19/2017 20:44:00,MD88,B27,3,9,641.07,,
1235,DAL1546,26R,KATL,02/19/2017 18:30:00,B739,A10,12,8,909.52,,
1236,ASQ5442,27L,KATL,02/19/2017 20:20:00,CRJ2,D46,5,61,285.33,,
1237,DAL1992,26R,KATL,02/19/2017 19:55:00,B739,A31,2,8,599.99,,
1238,SWA3392,27L,KATL,02/19/2017 20:00:00,B733,C9,15,59,596.52,,
1239,SWA4840,26R,KATL,02/19/2017 20:15:00,B738,C5,15,9,737.8,,
1240,AAL1887,26R,KATL,02/19/2017 19:50:00,E190,D25,11,9,226.25,,
1241,SKW4667,26R,KATL,02/19/2017 20:30:00,CRJ2,D12,10,9,302.68,,
1242,SKW4631,27L,KATL,02/19/2017 20:30:00,CRJ2,D44,4,61,325.68,,
1243,DAL1250,26R,KATL,02/19/2017 19:55:00,B752,A01,13,8,935.76,,
1244,DAL2034,26R,KATL,02/19/2017 20:54:00,MD90,E27,6,11,474.28,,
1245,DAL2320,26R,KATL,02/19/2017 20:05:00,B712,D08,15,9,733.18,,
